Entry ID,Mix ID,First Author,Year,paper_id,Country / Region,Clay_pct,Silt_pct,Sand_pct,Gravel_pct,Soil Classification,Liquid_Limit_pct,Plastic_Limit_pct,Plasticity_Index_pct,Linear Shrinkage (%),Soil_SiO2_pct,Soil_Al2O3_pct,Soil_Fe2O3_pct,Soil_CaO_pct,Soil_MgO_pct,Soil_K2O_pct,Soil_Na2O_pct,Primary Precursor Type,Precursor_Family,Precursor_Content_pct,Secondary Precursor Type,Secondary Precursor Content (%),Precursor_SiO2_Al2O3_ratio,Precursor_CaO_pct,Activator Nature,Activator_Simple,Activator Type,NaOH_Concentration_molL,Silica_Modulus_SiO2_Na2O,Liquid_Binder_Ratio,Activator_Precursor_Ratio,Conv. Stabilizer Type,Conv. Stabilizer Content (%),Water Content at Comp. (%),Compaction Pressure (MPa),Dry Density (kg/m³),Curing Age at Test (d),Curing Condition,Test Standard,UCS_Dry_MPa,UCS_7d_MPa,UCS_28d_MPa,UCS_OtherAge_MPa,UCS_best_available_MPa,UCS_age_source,Water_Absorption_24h_pct
244,GPP4,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Pozzolan (volcanic),Natural Pozzolan,4.0,,,2.18,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,9.3,,9.3,UCS – 28d (MPa),
245,GPP5,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Pozzolan (volcanic),Natural Pozzolan,5.0,,,2.18,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,12.5,,12.5,UCS – 28d (MPa),3.7
246,GPP6,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Pozzolan (volcanic),Natural Pozzolan,6.0,,,2.18,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,16.3,,16.3,UCS – 28d (MPa),
247,GPP7,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Pozzolan (volcanic),Natural Pozzolan,7.0,,,2.18,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,19.8,,19.8,UCS – 28d (MPa),
248,GPP8,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Pozzolan (volcanic),Natural Pozzolan,8.0,,,2.18,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,22.8,,22.8,UCS – 28d (MPa),
249,GPP9,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Pozzolan (volcanic),Natural Pozzolan,9.0,,,2.18,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,24.7,,24.7,UCS – 28d (MPa),
250,GPP10,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Pozzolan (volcanic),Natural Pozzolan,10.0,,,2.18,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,26.0,,26.0,UCS – 28d (MPa),3.7
251,GPS1,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,1.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,2.0,,2.0,UCS – 28d (MPa),7.65
252,GPS2,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,2.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,2.8,,2.8,UCS – 28d (MPa),
253,GPS3,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,3.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,3.8,,3.8,UCS – 28d (MPa),
254,GPS4,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,4.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,5.0,,5.0,UCS – 28d (MPa),
255,GPS5,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,5.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,6.7,,6.7,UCS – 28d (MPa),6.2
256,GPS6,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,6.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,8.6,,8.6,UCS – 28d (MPa),
257,GPS7,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,7.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,10.2,,10.2,UCS – 28d (MPa),
258,GPS8,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,8.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,11.8,,11.8,UCS – 28d (MPa),
259,GPS9,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,9.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,13.0,,13.0,UCS – 28d (MPa),
260,GPS10,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Sandstone,Other,10.0,,,1.94,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,13.7,,13.7,UCS – 28d (MPa),4.65
261,GPK1,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,1.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,2.3,,2.3,UCS – 28d (MPa),6.9
262,GPK2,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,2.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,3.0,,3.0,UCS – 28d (MPa),
263,GPK3,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,3.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,3.8,,3.8,UCS – 28d (MPa),
264,GPK4,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,4.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,5.5,,5.5,UCS – 28d (MPa),
265,GPK5,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,5.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,7.3,,7.3,UCS – 28d (MPa),4.5
266,GPK6,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,6.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,9.8,,9.8,UCS – 28d (MPa),
267,GPK7,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,7.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,13.0,,13.0,UCS – 28d (MPa),
268,GPK8,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,8.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,15.3,,15.3,UCS – 28d (MPa),
269,GPK9,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,9.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,17.2,,17.2,UCS – 28d (MPa),
270,GPK10,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,"Kaolin (natural, uncalcined)",Other,10.0,,,23.02,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,18.5,,18.5,UCS – 28d (MPa),4.4
271,GPC1,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,1.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,2.3,,2.3,UCS – 28d (MPa),8.15
272,GPC2,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,2.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,3.0,,3.0,UCS – 28d (MPa),
273,GPC3,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,3.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,4.2,,4.2,UCS – 28d (MPa),
274,GPC4,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,4.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,5.7,,5.7,UCS – 28d (MPa),
275,GPC5,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,5.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,7.2,,7.2,UCS – 28d (MPa),7.0
276,GPC6,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,6.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,9.0,,9.0,UCS – 28d (MPa),
277,GPC7,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,7.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,10.7,,10.7,UCS – 28d (MPa),
278,GPC8,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,8.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,12.2,,12.2,UCS – 28d (MPa),
279,GPC9,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,9.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,13.0,,13.0,UCS – 28d (MPa),
280,GPC10,Char,2025.0,Char_2025.0,"Tafilalet region (Errachidia / Qsar Ben Omar, Tinjdad), Morocco",,,,,,28.0,21.0,7.0,,,,,,,,,Limestone,Other,10.0,,,4.92,,Alkaline,Alkaline,NaOH + Na2SiO3 (combined solution),14.0,,,,,0.0,15.0,,,28.0,"Ambient air-drying, 27 degC +/-2 degC, RH 38% +/-5%, 28 days",Moroccan Decree 2-12-666 (mechanical); NF P94-056/057 (granulometry); NM 13.1.007 (Atterberg),,,13.7,,13.7,UCS – 28d (MPa),5.4
281,CL,Hany,2025.0,Hany_2025.0,Egypt (Cairo),,,,,Sandy soil,,,,,,,,,,,,,,,,,,,,None/NA,,,,,,Cement,10.0,,,1995.0,,,,9.89,,,,9.89,UCS – Dry (MPa),
282,GGBS100,Hany,2025.0,Hany_2025.0,Egypt (Cairo),,,,,Sandy soil,,,,,,,,,,,,GGBS (ground granulated blast furnace slag),Slag (GGBS/GGBFS),10.0,,,,,Alkali-activated (specific activator not reported in this paper),Alkaline,,,,,,,0.0,,,1948.0,,,,9.31,,,,9.31,UCS – Dry (MPa),
283,GGBS-PF,Hany,2025.0,Hany_2025.0,Egypt (Cairo),,,,,Sandy soil,,,,,,,,,,,,GGBS (ground granulated blast furnace slag),Slag (GGBS/GGBFS),10.0,,,,,Alkali-activated (specific activator not reported in this paper),Alkaline,,,,,,,0.0,,,1700.0,,,,5.12,,,,5.12,UCS – Dry (MPa),
284,FA80,Hany,2025.0,Hany_2025.0,Egypt (Cairo),,,,,Sandy soil,,,,,,,,,,,,Fly ash (FA),Fly Ash,8.0,,,,,Alkali-activated (specific activator not reported in this paper),Alkaline,,,,,,Cement,2.0,,,1933.0,,,,9.3,,,,9.3,UCS – Dry (MPa),
285,FA80-PF,Hany,2025.0,Hany_2025.0,Egypt (Cairo),,,,,Sandy soil,,,,,,,,,,,,Fly ash (FA),Fly Ash,8.0,,,,,Alkali-activated (specific activator not reported in this paper),Alkaline,,,,,,Cement,2.0,,,1680.0,,,,7.51,,,,7.51,UCS – Dry (MPa),
286,CEB0-25C,Tchouateu Kamwa,2022.0,Tchouateu Kamwa_2022.0,"Littoral Region, Cameroon",32.8,32.7,21.6,13.3,"Silty clay (clay soil, CS)",70.4,53.9,16.5,,47.4,25.9,9.27,2.36,1.7,1.87,2.5,N/A (no pozzolana added),Natural Pozzolan,0.0,,,,,Acidic,Acidic,"Phosphoric acid solution (H3PO4, 10 mol/L)",,,,1.0,None (no conventional/cement stabilizer used),,,8.0,1550.0,28.0,"Sealed plastic bag, 25 °C, 7 days",ASTM C642-06 (water absorption); no formal standard cited for compressive/flexural tests,9.7,,,,9.7,UCS – Dry (MPa),11.64
287,CEB0-70C,Tchouateu Kamwa,2022.0,Tchouateu Kamwa_2022.0,"Littoral Region, Cameroon",32.8,32.7,21.6,13.3,"Silty clay (clay soil, CS)",70.4,53.9,16.5,,47.4,25.9,9.27,2.36,1.7,1.87,2.5,N/A (no pozzolana added),Natural Pozzolan,0.0,,,,,Acidic,Acidic,"Phosphoric acid solution (H3PO4, 10 mol/L)",,,,1.0,None (no conventional/cement stabilizer used),,,8.0,1520.0,28.0,"Sealed plastic bag, 25 °C 7 days then thermally activated at 70 °C for 48 h",ASTM C642-06 (water absorption); no formal standard cited for compressive/flexural tests,10.2,,,,10.2,UCS – Dry (MPa),11.82
288,CEB5-25C,Tchouateu Kamwa,2022.0,Tchouateu Kamwa_2022.0,"Littoral Region, Cameroon",32.8,32.7,21.6,13.3,"Silty clay (clay soil, CS)",70.4,53.9,16.5,,47.4,25.9,9.27,2.36,1.7,1.87,2.5,Pozzolana (PZ),Natural Pozzolan,4.6,,,3.03,8.6,Acidic,Acidic,"Phosphoric acid solution (H3PO4, 10 mol/L)",,,,0.8,None (no conventional/cement stabilizer used),,,8.0,1460.0,28.0,"Sealed plastic bag, 25 °C, 7 days",ASTM C642-06 (water absorption); no formal standard cited for compressive/flexural tests,12.8,,,,12.8,UCS – Dry (MPa),10.54
289,CEB5-70C,Tchouateu Kamwa,2022.0,Tchouateu Kamwa_2022.0,"Littoral Region, Cameroon",32.8,32.7,21.6,13.3,"Silty clay (clay soil, CS)",70.4,53.9,16.5,,47.4,25.9,9.27,2.36,1.7,1.87,2.5,Pozzolana (PZ),Natural Pozzolan,4.6,,,3.03,8.6,Acidic,Acidic,"Phosphoric acid solution (H3PO4, 10 mol/L)",,,,0.8,None (no conventional/cement stabilizer used),,,8.0,1430.0,28.0,"Sealed plastic bag, 25 °C 7 days then thermally activated at 70 °C for 48 h",ASTM C642-06 (water absorption); no formal standard cited for compressive/flexural tests,14.8,,,,14.8,UCS – Dry (MPa),11.7
290,CEB10-25C,Tchouateu Kamwa,2022.0,Tchouateu Kamwa_2022.0,"Littoral Region, Cameroon",32.8,32.7,21.6,13.3,"Silty clay (clay soil, CS)",70.4,53.9,16.5,,47.4,25.9,9.27,2.36,1.7,1.87,2.5,Pozzolana (PZ),Natural Pozzolan,9.4,,,3.03,8.6,Acidic,Acidic,"Phosphoric acid solution (H3PO4, 10 mol/L)",,,,0.8,None (no conventional/cement stabilizer used),,,8.0,1480.0,28.0,"Sealed plastic bag, 25 °C, 7 days",ASTM C642-06 (water absorption); no formal standard cited for compressive/flexural tests,14.1,,,,14.1,UCS – Dry (MPa),8.8
291,CEB10-70C,Tchouateu Kamwa,2022.0,Tchouateu Kamwa_2022.0,"Littoral Region, Cameroon",32.8,32.7,21.6,13.3,"Silty clay (clay soil, CS)",70.4,53.9,16.5,,47.4,25.9,9.27,2.36,1.7,1.87,2.5,Pozzolana (PZ),Natural Pozzolan,9.4,,,3.03,8.6,Acidic,Acidic,"Phosphoric acid solution (H3PO4, 10 mol/L)",,,,0.8,None (no conventional/cement stabilizer used),,,8.0,1450.0,28.0,"Sealed plastic bag, 25 °C 7 days then thermally activated at 70 °C for 48 h",ASTM C642-06 (water absorption); no formal standard cited for compressive/flexural tests,18.9,,,,18.9,UCS – Dry (MPa),9.19
292,CEB15-25C,Tchouateu Kamwa,2022.0,Tchouateu Kamwa_2022.0,"Littoral Region, Cameroon",32.8,32.7,21.6,13.3,"Silty clay (clay soil, CS)",70.4,53.9,16.5,,47.4,25.9,9.27,2.36,1.7,1.87,2.5,Pozzolana (PZ),Natural Pozzolan,14.3,,,3.03,8.6,Acidic,Acidic,"Phosphoric acid solution (H3PO4, 10 mol/L)",,,,0.8,None (no conventional/cement stabilizer used),,,8.0,1490.0,28.0,"Sealed plastic bag, 25 °C, 7 days",ASTM C642-06 (water absorption); no formal standard cited for compressive/flexural tests,16.1,,,,16.1,UCS – Dry (MPa),6.83
